순번,취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류
10727,2022-01-01,52,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10728,2022-01-01,72,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10729,2022-01-01,75,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10730,2022-01-01,72,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10731,2022-01-01,67,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10732,2022-01-01,51,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10733,2022-01-01,67,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10734,2022-01-01,73,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10735,2022-01-01,69,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10736,2022-01-01,71,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10737,2022-01-01,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10738,2022-01-01,73,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10739,2022-01-01,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10740,2022-01-01,70,시각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10741,2022-01-01,72,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10742,2022-01-01,67,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10743,2022-01-01,72,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10744,2022-01-01,73,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10745,2022-02-15,73,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10746,2022-02-10,69,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10747,2022-02-10,72,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10748,2022-02-01,69,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10749,2022-03-01,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10750,2022-02-18,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10751,2022-02-18,62,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10752,2022-01-14,74,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10753,2022-03-16,72,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10754,2022-03-16,67,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10755,2022-03-01,59,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10756,2022-03-16,72,지체장애,경증,서울 송파구,경호·경비직
10757,2022-02-01,70,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10758,2022-01-30,70,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10759,2022-01-29,74,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10760,2022-01-17,72,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10761,2022-01-17,70,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10762,2022-03-05,73,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10763,2022-02-04,77,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10764,2022-02-01,67,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10765,2022-01-20,72,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10766,2022-01-20,71,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10767,2022-01-12,64,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10768,2022-01-12,74,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10769,2022-03-02,66,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10770,2022-03-01,60,정신장애,중증,서울 강남구,청소 및 기타 개인서비스직
10771,2022-03-12,70,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10772,2022-03-01,57,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10773,2022-02-13,66,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10774,2022-01-28,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10775,2022-01-25,65,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10776,2022-01-05,65,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10777,2022-01-27,67,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10778,2022-01-27,73,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10779,2022-02-11,64,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10780,2022-01-11,71,뇌병변장애,중증,서울 강남구,청소 및 기타 개인서비스직
10781,2022-01-06,65,시각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10782,2022-03-16,70,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10783,2022-03-01,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10784,2022-03-01,74,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10785,2022-02-11,62,뇌병변장애,중증,서울 강남구,청소 및 기타 개인서비스직
10786,2022-02-07,59,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10787,2022-02-01,68,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10788,2022-02-01,75,시각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10789,2022-01-23,77,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10790,2022-01-15,63,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10791,2022-01-09,71,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10792,2022-01-09,72,심장장애,중증,서울 송파구,청소 및 기타 개인서비스직
10793,2022-02-01,72,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10794,2022-01-19,73,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10795,2022-03-19,61,지체장애,경증,서울 은평구,경호·경비직
10796,2022-03-01,71,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10797,2022-01-08,60,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10798,2022-01-03,67,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10799,2022-03-03,73,뇌병변장애,중증,서울 강남구,청소 및 기타 개인서비스직
10800,2022-03-01,57,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10801,2022-01-02,69,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10802,2022-02-22,70,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10803,2022-02-06,79,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10804,2022-02-03,69,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10805,2022-02-05,76,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10806,2022-02-04,62,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10807,2022-05-01,51,지체장애,경증,대전 동구,관리직(임원·부서장)
10808,2022-01-24,44,지체장애,중증,대전 동구,경영·행정·사무직
10809,2022-06-01,45,지적장애,중증,강원 춘천시,인쇄·목재·공예 및 기타 설치·정비·생산직
10810,2022-08-11,47,지체장애,경증,부산 기장군,예술·디자인·방송직
10811,2022-12-05,40,정신장애,중증,부산 기장군,인쇄·목재·공예 및 기타 설치·정비·생산직
10812,2022-05-23,23,심장장애,중증,부산 기장군,경영·행정·사무직
10813,2022-03-22,50,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10814,2022-05-18,50,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10815,2022-05-02,57,지체장애,중증,서울 강남구,청소 및 기타 개인서비스직
10816,2022-02-22,51,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10817,2022-02-10,50,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10818,2022-01-01,79,지체장애,경증,부산 사하구,청소 및 기타 개인서비스직
10819,2022-02-01,60,지체장애,경증,부산 사하구,청소 및 기타 개인서비스직
10820,2022-01-10,45,지체장애,경증,경기 고양시,건설·채굴직
10821,2022-01-01,72,지체장애,경증,강원 동해시,운전·운송직
10822,2022-04-11,32,지적장애,중증,인천 남동구,화학·환경 설치·정비·생산직
10823,2022-03-02,20,지적장애,중증,인천 남동구,화학·환경 설치·정비·생산직
10824,2022-10-04,69,청각장애,경증,서울 강남구,청소 및 기타 개인서비스직
10825,2022-08-16,75,지체장애,경증,서울 강남구,청소 및 기타 개인서비스직
10826,2022-07-04,60,청각장애,경증,서울 송파구,청소 및 기타 개인서비스직
10827,2022-05-23,57,뇌병변장애,경증,전남 여수시,청소 및 기타 개인서비스직
10828,2022-03-14,71,지체장애,경증,서울 송파구,청소 및 기타 개인서비스직
10829,2022-03-03,61,청각장애,경증,광주 광산구,청소 및 기타 개인서비스직
10830,2022-08-17,35,정신장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10831,2022-08-17,27,뇌병변장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10832,2022-08-17,55,지체장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10833,2022-11-14,23,지적장애,중증,울산 남구,경영·행정·사무직
10834,2022-07-18,44,정신장애,중증,울산 남구,제조 단순직
10835,2022-07-18,45,신장장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10836,2022-05-13,37,정신장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10837,2022-05-13,65,지체장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10838,2022-05-13,49,정신장애,중증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10839,2022-03-07,39,지체장애,경증,울산 남구,인쇄·목재·공예 및 기타 설치·정비·생산직
10840,2022-09-21,30,지체장애,경증,대전 유성구,경영·행정·사무직
10841,2022-09-26,47,지체장애,경증,대전 유성구,경영·행정·사무직
10842,2022-07-18,35,지적장애,중증,충북 청주시 흥덕구,제조 단순직
10843,2022-08-22,63,지체장애,경증,전북 전주시,관리직(임원·부서장)
10844,2022-07-30,54,지체장애,경증,서울 강동구,제조 단순직
10845,2022-08-19,68,청각장애,경증,서울 강동구,경영·행정·사무직
10846,2022-08-22,48,신장장애,중증,전북 전주시 완산구,제조 단순직
10847,2022-03-28,49,지체장애,경증,서울 강동구,청소 및 기타 개인서비스직
10848,2022-10-04,39,지체장애,경증,경기 포천시,제조 단순직
10849,2022-05-09,43,청각장애,경증,경기 포천시,제조 단순직
10850,2022-05-09,55,시각장애,중증,경기 포천시,제조 단순직
10851,2022-06-07,53,청각장애,중증,경기 포천시,제조 단순직
10852,2022-01-01,63,지체장애,경증,경기 가평군,청소 및 기타 개인서비스직
10853,2022-01-01,65,지체장애,경증,강원 춘천시,경호·경비직
10854,2022-01-01,63,지체장애,경증,강원 원주시,경호·경비직
10855,2022-01-01,39,뇌병변장애,경증,강원 원주시,경호·경비직
10856,2022-10-24,40,시각장애,중증,서울 관악구,제조 단순직
10857,2022-06-20,55,시각장애,중증,서울 관악구,경영·행정·사무직
10858,2022-06-02,54,시각장애,중증,서울 관악구,경영·행정·사무직
10859,2022-01-01,53,지체장애,경증,서울 관악구,경영·행정·사무직
10860,2022-04-05,53,지체장애,중증,부산 연제구,운전·운송직
10861,2022-12-05,24,뇌병변장애,중증,경기 부천시 원미구,청소 및 기타 개인서비스직
10862,2022-11-28,37,청각장애,경증,경기 부천시 원미구,청소 및 기타 개인서비스직
10863,2022-03-14,43,지체장애,경증,경기 부천시 원미구,보건·의료직
10864,2022-12-01,33,지적장애,중증,부산 부산진구,경영·행정·사무직
10865,2022-12-01,22,지적장애,중증,부산 부산진구,경영·행정·사무직
10866,2022-07-01,25,지적장애,중증,부산 부산진구,경영·행정·사무직
10867,2022-08-04,78,청각장애,경증,경기 남양주시,청소 및 기타 개인서비스직
10868,2022-06-28,43,지체장애,경증,제주 제주시,영업·판매직
10869,2022-04-01,33,지체장애,경증,경기 성남시 분당구,관리직(임원·부서장)
10870,2022-01-01,48,뇌병변장애,경증,경기 성남시 분당구,정보통신 연구개발직 및 공학기술직
10871,2022-05-02,23,시각장애,경증,충남 천안시,사회복지·종교직
10872,2022-07-15,22,지적장애,중증,서울 광진구,음식 서비스직
10873,2022-07-01,47,간장애,경증,서울 성동구,보건·의료직
10874,2022-05-02,19,지적장애,중증,대전 서구,제조 단순직
10875,2022-01-01,23,지적장애,중증,대전 서구,제조 단순직
10876,2022-01-01,23,지적장애,중증,대전 서구,제조 단순직
10877,2022-01-01,67,지체장애,경증,대전 서구,제조 단순직
10878,2022-02-01,62,지체장애,경증,대전 서구,제조 단순직
10879,2022-01-18,33,지적장애,중증,대전 서구,청소 및 기타 개인서비스직
